Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,11/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Qatar,QAT,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,13.77400017,12.71700001,12.94699955,12.56400013,12.43799973,12.74100018,12.62899971,13.51000023,14.34200001,14.49699974,14.39799976,11.90100002,9.713999748,8.711999893,7.028999805,4.19299984,1.582999945,1.039000034,1.18599999,1.333999991,1.317000031,1.598999977,1.05400002,0.731999993,0.550999999,0.446999997,0.405000001
Romania,ROU,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,24.45100021,24.82699966,24.42499924,23.97200012,20.95499992,20.32099915,17.14599991,16.6970005,17.10300064,17.58499908,17.41200066,22.00799942,19.33200073,22.19499969,20.14800072,21.39800072,20.19400024,18.73800087,20.95400047,21.83300018,23.67300034,22.41500092,23.62400055,23.89999962,21.5359993,20.52099991,18.4659996
Russian Federation,RUS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,18.35000038,15.38099957,13.98900032,15.99300003,20.1970005,20.08600044,23.60000038,26.80699921,26.69199944,20.74799919,18.02400017,17.49200058,18.22699928,17.23500061,15.91499996,15.70100021,14.31799984,14.07299995,18.70400047,17.11499977,15.52200031,14.97599983,14.19999981,14.06299973,16.41600037,16.61599922,16.25200081
Rwanda,RWA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,0.402999997,0.479000002,0.541000009,0.606999993,0.690999985,0.731999993,0.809000015,0.879000008,0.948000014,1.029000044,1.105000019,1.192999959,1.495000005,1.830000043,2.160000086,2.482000113,2.796999931,3.134000063,3.431999922,3.757999897,4.084000111,4.327000141,3.065000057,1.88499999,1.889000058,1.998000026,2.09800005
South Asia,SAS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,8.939721452,8.59515939,8.560937957,8.456139527,8.666532556,8.946248302,9.538096316,9.563925269,9.658811808,10.47437155,10.4805476,10.48029661,10.08971906,10.15368692,10.17811606,9.707284616,9.654088017,10.37324612,10.18913168,8.857070508,9.081963518,9.679017574,9.775406012,9.557325389,10.1509125,10.33877804,10.44091838
Saudi Arabia,SAU,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,27.18000031,27.45800018,26.84000015,25.80800056,25.02499962,24.27199936,23.80999947,23.24399948,23.18400002,24.34300041,24.93199921,27.45999908,26.09399986,27.68000031,29.21500015,33.81999969,29.59900093,28.8220005,29.45700073,29.00300026,28.77099991,27.83699989,28.96500015,30.12299919,28.97599983,24.87199974,25.02099991
Sudan,SDN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,27.3939991,28.46100044,28.12700081,28.70899963,28.91699982,28.95199966,28.81900024,28.49399948,28.64599991,28.18000031,27.95999908,28.04899979,27.86800003,27.79800034,27.61400032,27.4260006,27.35300064,27.34799957,27.5909996,27.1079998,27.61199951,27.70700073,27.32299995,27.25699997,27.28700066,27.2670002,27.27599907
Senegal,SEN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,8.687000275,8.675999641,8.675000191,8.670000076,8.706000328,8.68200016,8.69699955,8.722999573,8.729000092,8.701999664,8.713999748,8.68500042,10.22399998,11.70600033,13.19299984,14.63899994,14.21199989,13.74499989,13.28800011,12.88599968,12.53100014,10.80300045,9.022000313,7.256999969,5.302000046,5.389999866,5.472000122
Singapore,SGP,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,3.795000076,6.710000038,7.179999828,7.462999821,7.06799984,8.784999847,5.532000065,8.211999893,9.602999687,7.453999996,7.710000038,11.26099968,10.17399979,10.84500027,10.66699982,8.842000008,8.751999855,9.218000412,9.897000313,7.117000103,6.710000038,6.531000137,6.334000111,6.342999935,3.821000099,4.077000141,4.604000092
Solomon Islands,SLB,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,4.546999931,4.638999939,4.511000156,4.59100008,4.622000217,4.458000183,4.407000065,4.446000099,4.407000065,4.323999882,4.343999863,4.368000031,4.539999962,4.565000057,4.611000061,4.472000122,4.513999939,4.520999908,4.318999767,4.508999825,4.578000069,4.453000069,4.422999859,4.40899992,4.414000034,4.390999794,4.372000217
Sierra Leone,SLE,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,5.010000229,5.012000084,5.048999786,5.06400013,5.011000156,5.002999783,5.006999969,5.044000149,5.013000011,5.065999985,5.123000145,5.130000114,5.092999935,5.09800005,5.553999901,6.014999866,6.498000145,6.941999912,7.383999825,7.852000237,8.31000042,8.822999954,9.282999992,9.508999825,9.392999649,9.340999603,9.041000366
El Salvador,SLV,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,14.73799992,15.51200008,19.54199982,15.28600025,15.36200047,15.62800026,16.4260006,14.47500038,13.80799961,14.52999973,14.67199993,12.19799995,13.20300007,12.82800007,15.27999973,13.87199974,11.42300034,10.83399963,13.88799953,10.18799973,8.595000267,8.49600029,8.574000359,9.710000038,8.713999748,9.607000351,9.826999664
San Marino,SMR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.11299992,11.07900047,11.11499977,11.06900024,11.10999966,11.10900021,11.07499981,11.09500027,11.09599972,11.09300041,11.08899975,11.09000015,11.09000015,11.08699989,11.08699989,11.08500004,11.08699989,11.0880003,11.08899975,11.0909996,11.0909996,11.09899998,11.10999966,11.11600018,11.11800003,11.03600025,10.96800041
Serbia,SRB,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,24.84300041,23.76799965,24.53800011,29.9279995,28.58600044,28.24200058,29.6970005,29.60499954,29.52700043,27.34199905,27.87100029,30.19300079,33.38299942,40.89199829,46.34400177,47.36899948,42.97700119,34.45199966,39.59400177,45.59700012,50.53099823,50.60499954,48.79100037,46.70899963,42.59000015,34.43399811,32.8219986
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,14.48986442,14.41965561,14.60832354,14.65107268,14.41671766,15.13213333,15.55339179,15.93312711,16.13577886,15.58818066,15.78703674,15.70759529,15.70037855,15.30791248,14.79678294,14.46171233,14.3168731,14.02581045,14.15679656,14.15916849,13.72860756,13.4306534,13.18958361,12.80374142,12.76494147,13.80200118,13.86132875
South Sudan,SSD,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,18.09399986,17.57299995,17.86800003,17.79899979,18.62999916,18.57299995,18.75099945,18.32099915,18.35000038,18.27899933,18.41500092,18.57799911,18.23500061,18.5359993,18.51499939,18.45299911,18.54000092,18.4279995,18.33699989,18.42300034,17.29299927,16.37899971,20.39500046,18.60899925,18.22500038,17.43899918,17.61199951
Sub-Saharan Africa,SSF,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,14.48986442,14.41965561,14.60832354,14.65107268,14.41671766,15.13213333,15.55339179,15.93312711,16.13577886,15.58818066,15.78703674,15.70759529,15.70037855,15.30791248,14.79678294,14.46171233,14.3168731,14.02581045,14.15679656,14.15916849,13.72860756,13.4306534,13.18958361,12.80374142,12.76494147,13.80200118,13.86132875
Small states,SST,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,25.16772421,25.02414676,26.10768185,25.86334587,26.81920947,26.2174707,26.44358643,26.24987203,24.24661185,23.68262641,24.81193295,24.95427998,24.35831463,24.93895688,24.19547896,22.45558215,22.73619119,22.81598741,23.95179056,23.92267162,23.4995583,23.03514068,23.78274425,23.11529419,23.19790142,23.4644832,23.23714296
Sao Tome and Principe,STP,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,20.97299957,20.9489994,20.96500015,21.02799988,21.02099991,21.00099945,20.96999931,21.0529995,21.05500031,20.95800018,22.99300003,25.96199989,24.29299927,24.09399986,24.70400047,25.01799965,23.94599915,23.55800056,22.6779995,21.97599983,21.2689991,20.5340004,20.52199936,20.51199913,20.50200081,20.51000023,20.60300064
Suriname,SUR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,52.98300171,43.78300095,37.87099838,30.62000084,27.8029995,25.31599998,26.36300087,23.57500076,33.01599884,30.87000084,26.46199989,25.88999939,23.43099976,22.76000023,23.38899994,22.28700066,21.9109993,21.59000015,21.25200081,17.89100075,16.47699928,14.99800014,15.35299969,15.7869997,13.32199955,15.68700027,15.86400032
Slovak Republic,SVK,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,22.15600014,23.02199936,22.82699966,27.24099922,24.71500015,21.02599907,22.54400063,23.08499908,31.89299965,36.72600174,38.6570015,37.60400009,33.00899887,32.86700058,30.12800026,26.7140007,20.38899994,19.09700012,27.38400078,33.64300156,33.46500015,34.05099869,33.70000076,29.70899963,26.49500084,22.21500015,19.0170002
Slovenia,SVN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,22.14800072,24.01399994,29.32799911,21.47200012,18.78300095,16.90099907,16.61100006,17.7140007,18.52599907,16.3409996,15.70899963,14.88500023,15.37800026,14.09700012,15.95800018,13.85900021,10.10700035,10.49400043,13.66899967,14.70699978,15.78800011,20.64599991,21.65999985,20.23999977,16.29700089,15.25800037,11.3380003
Sweden,SWE,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,7.852000237,13.50899982,22.46500015,22.39999962,21.72699928,23.3939991,24.01000023,19.31500053,15.17599964,12.35400009,15.59200001,17.37999916,18.00399971,22.78100014,21.58099937,21.3409996,18.90200043,19.81999969,24.77599907,24.51499939,22.45299911,23.36199951,23.1760006,22.49500084,20.02099991,18.74500084,17.82799911
Eswatini,SWZ,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,39.49300003,39.49900055,39.47200012,39.46699905,39.48500061,39.91199875,41.18899918,41.16999817,41.16899872,41.14899826,41.11700058,41.15800095,41.17100143,41.15100098,41.18700027,41.17100143,52.95700073,52.95999908,53.05899811,53.08800125,53.12599945,53.26900101,53.42300034,53.48600006,53.50400162,54.13700104,54.77500153
Sint Maarten (Dutch part),SXM,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,12.55000019,13.24499989,13.90999985,14.14700031,13.63799953,13.85900021,14.14099979,14.00899982,14.95199966,19.18199921,23.33300018,28.32099915,19.27199936,20.04100037,19.31900024,17.53700066,18.70000076,22.92900085,16.16399956,20.09600067,35.63499832,35.65299988,35.52700043,34.93600082,35.18600082,35.11700058,35.12900162
Turks and Caicos Islands,TCA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,10.15999985,10.06499958,10.01299953,10.11299992,10.03899956,10.07900047,10.12699986,10.14700031,10.05500031,10.05500031,10.21700001,10.17800045,10.23700047,10.27700043,10.18400002,10.09000015,10.125,10.12300014,10.13700008,10.24600029,10.0880003,10.19299984,10.15600014,10.16899967,10.10499954,10.14400005,10.13700008
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,9.714781518,8.727684133,8.709835489,8.77992418,9.238895974,9.405100012,9.831146246,10.53424224,10.77059336,10.44010724,10.46462474,10.38592778,10.12153207,10.27676804,10.39772563,10.39485798,9.775426476,10.50082569,10.36422376,9.951131038,10.1595933,10.02174226,10.16488117,10.28285393,10.59984589,10.38785318,10.35902713
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,17.72315019,16.72106988,16.89513127,18.05137826,18.91514157,19.36315616,20.30105974,21.61114536,22.71693167,20.86548389,20.60367228,21.38316138,21.33486784,20.64732303,19.37417432,18.02530174,16.59052026,16.1142274,19.2663671,18.71945453,17.91521559,17.52661383,17.68544046,18.07471717,18.32662298,17.94662609,17.7399182
Togo,TGO,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2.746999979,2.740999937,2.734999895,2.779000044,2.780999899,2.739000082,2.756000042,2.737999916,2.749000072,2.737999916,2.736000061,2.736000061,2.752000093,2.743999958,2.740999937,2.747999907,2.749000072,2.755000114,2.763000011,2.769999981,2.77699995,2.779999971,2.779999971,2.77699995,2.776000023,2.782999992,2.789999962
Thailand,THA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,7.084000111,3.690999985,4.092000008,2.665999889,2.40899992,2.463000059,2.178999901,7.565999985,7.984000206,6.820000172,7.913000107,5.809999943,5.256000042,4.656000137,4.847000122,4.90500021,4.611000061,4.948999882,5.824999809,2.637000084,3.026000023,2.835000038,2.496000051,3.213000059,3.171000004,5.113999844,5.936999798
Tajikistan,TJK,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,14.7670002,12.19099998,12.39400005,14.02099991,14.77799988,21.31299973,22.30599976,21.2159996,22.78100014,21.42700005,20.52400017,21.78199959,21.49399948,21.37100029,20.51199913,20.13899994,20.29999924,19.92900085,21.18700027,22.02199936,20.22100067,18.99399948,18.71100044,18.46800041,18.29800034,18.5170002,18.88100052
Turkmenistan,TKM,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,5.157999992,4.224999905,4.260000229,4.881000042,5.169000149,7.684000015,8.526000023,7.541999817,7.622000217,7.263000011,6.962999821,7.492000103,7.395999908,7.447999954,6.972000122,6.93599987,7.032000065,6.711999893,7.443999767,7.765999794,6.806000233,6.520999908,6.458000183,6.336999893,6.423999786,6.46999979,6.525000095
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.33301513,11.71324204,11.77157402,12.47775324,14.60117116,15.35896318,14.95181045,16.06673056,17.62202223,17.84684108,17.12909238,18.28455072,17.97801849,17.06270035,15.77677688,15.43297926,14.44504005,14.16032208,15.70926411,14.67763861,14.16604245,13.96761656,13.95224988,13.84302031,14.93022753,17.46382893,18.27445392
Timor-Leste,TLS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,20.2329998,20.14500046,20.0909996,20.10400009,20.21999931,20.22500038,20.34399986,19.95599937,19.375,21.05699921,21.07500076,18.68600082,17.99099922,17.20400047,16.52499962,14.76799965,17.21500015,15.78800011,14.36400032,11.95100021,11.78999996,11.6079998,11.46800041,11.54599953,11.52700043,11.54399967,11.55099964
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,25.8924965,25.47956447,26.91423557,27.87490384,28.98919033,25.53932462,24.75316816,25.90371714,24.77783995,26.96554016,27.94216707,27.53280835,26.84619383,24.40054101,25.56141957,24.44173048,23.42976199,23.91713193,23.43278402,25.75959017,26.88957985,28.56856323,27.29368427,27.12180798,28.09983432,27.95388754,28.21885886
Tonga,TON,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2.838999987,2.79399991,2.823999882,3.752000093,4.676000118,5.498000145,6.343999863,7.321000099,8.164999962,9.001999855,9.954000473,10.83500004,11.71000004,9.434000015,7.157000065,2.53399992,2.548000097,2.584000111,2.584000111,2.582999945,2.559999943,2.522000074,2.528000116,2.566999912,2.568000078,2.556999922,2.628000021
South Asia (IDA & IBRD),TSA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,8.939721452,8.59515939,8.560937957,8.456139527,8.666532556,8.946248302,9.538096316,9.563925269,9.658811808,10.47437155,10.4805476,10.48029661,10.08971906,10.15368692,10.17811606,9.707284616,9.654088017,10.37324612,10.18913168,8.857070508,9.081963518,9.679017574,9.775406012,9.557325389,10.1509125,10.33877804,10.44091838
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,14.48986442,14.41965561,14.60832354,14.65107268,14.41671766,15.13213333,15.55339179,15.93312711,16.13577886,15.58818066,15.78703674,15.70759529,15.70037855,15.30791248,14.79678294,14.46171233,14.3168731,14.02581045,14.15679656,14.15916849,13.72860756,13.4306534,13.18958361,12.80374142,12.76494147,13.80200118,13.86132875
Trinidad and Tobago,TTO,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,33.52299881,34.53099823,33.49599838,32.03300095,30.79199982,28.50499916,27.24600029,26.78000069,25.29999924,23.25399971,21.29500008,20.72999954,20.95899963,16.76099968,16.36199951,12.97900009,11.28800011,10.47000027,11.69499969,13.95699978,11.19499969,12.37800026,9.156000137,7.93900013,8.425000191,10.23900032,11.35099983
Tunisia,TUN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,32.31499863,32.07099915,32.46300125,32.38700104,32.46699905,32.14300156,32.2120018,33.05699921,33.36700058,32.95999908,31.90600014,32.52700043,31.03100014,30.64100075,27.99099922,27.45299911,27.79999924,28.37100029,30.98600006,29.45100021,42.48099899,38.38800049,34.52700043,34.76599884,35.4280014,36.35400009,36.32899857
Turkey,TUR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,15.35000038,16.29000092,17.75,16.04000092,15.55000019,13.5,14.35000038,14.15999985,15.02000046,13.05000019,16.20999908,19.15999985,20.53000069,20.55999947,19.87999916,16.43000031,17.23999977,18.46999931,22.78000069,19.73999977,16.72999954,15.68000031,16.94000053,17.82999992,18.47999954,19.47999954,20.31100082
Tuvalu,TUV,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,6.909999847,7.105999947,7.30700016,7.507999897,7.71999979,7.93200016,8.119000435,8.322999954,8.538999557,8.741000175,9.293999672,6.927999973,7.40899992,7.906000137,8.38599968,8.741999626,7.94299984,6.899000168,4.925000191,5.864999771,7.051000118,6.514999866,5.823999882,3.697999954,3.697000027,3.805000067,3.901000023
Uganda,UGA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,1.914999962,1.396000028,1.784000039,2.171999931,2.562999964,2.940999985,3.318000078,3.710000038,4.104000092,4.46600008,4.881999969,5.208000183,4.771999836,3.795000076,2.83100009,3.670000076,4.525000095,5.381999969,6.201000214,5.971000195,5.741000175,5.31099987,2.701999903,2.703000069,2.710000038,2.816999912,2.904999971
Ukraine,UKR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,12.07199955,10.38599968,10.33500004,11.52499962,12.05799961,16.37000084,19.08099937,24.15299988,24.68600082,24.92499924,23.50200081,20.61199951,19.43000031,15.70400047,14.89000034,14.89999962,13.92800045,13.98799992,17.81399918,17.35199928,17.25699997,17.09700012,17.41900063,23.27000046,22.53199959,22.01000023,23.26300049
Upper middle income,UMC,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,13.01507281,12.19132777,12.07683768,12.41442451,13.16168483,13.4762951,13.87180287,15.03151656,15.60904081,14.97417934,14.78125067,14.82560571,14.6427045,14.04250339,13.44921828,13.05657342,12.43583067,13.1880796,13.9780126,13.65891818,13.57799163,13.86870062,13.83707486,14.03323962,14.64329483,15.58852407,15.93029143
Uruguay,URY,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,24.58799934,24.00099945,23.22299957,24.37199974,24.88299942,29.70800018,28.60199928,24.49200058,27.34499931,31.53499985,34.96500015,39.97900009,38.9620018,30.8409996,30.27599907,27.9810009,24.61199951,19.9260006,19.4640007,20.56699944,17.97999954,18.52400017,19.18799973,19.3029995,22.62700081,23.87299919,24.78300095
United States,USA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,13.33600044,14.1239996,13.28800011,12.34399986,11.95100021,11.84000015,11.1239996,10.30000019,9.795999527,9.206000328,10.44699955,11.8920002,12.33300018,11.75699997,11.17000008,10.3579998,10.39000034,12.66499996,17.43799973,18.28700066,17.19499969,16.11800003,15.45300007,13.30599976,11.51500034,10.33699989,9.17800045
Uzbekistan,UZB,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.93500042,11.65999985,11.8579998,11.77700043,11.91100025,15.81799984,15.68000031,15.71500015,15.7159996,15.73600006,15.72099972,15.72900009,15.72200012,15.59599972,15.61100006,15.5909996,15.50500011,15.52400017,15.56299973,15.54599953,15.55200005,15.5539999,15.56099987,15.55599976,15.55900002,14.95400047,14.55500031
St. Vincent and the Grenadines,VCT,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,36.0340004,35.03099823,36.13100052,37.70899963,35.7840004,37.64199829,37.03900146,37.06299973,38.05699921,38.38299942,41.59400177,39.61100006,38.89199829,38.83499908,38.67100143,37.2159996,37.41500092,39.05899811,39.23400116,39.24499893,38.86600113,38.47600174,38.12200165,38.88000107,38.61700058,39.26900101,39.5929985
"Venezuela, RB",VEN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,18.12899971,14.89299965,12.92300034,16.67099953,20.01199913,23.09199905,21.94000053,21.97200012,28.72200012,26.34399986,25.37899971,32.2519989,33.61800003,28.05900002,23.07500076,16.99600029,14.27999973,13.55900002,15.91800022,17.20700073,16.42200089,16.12299919,16.12400055,14.58300018,14.48799992,15.76399994,17.13999939
British Virgin Islands,VGB,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,18.9810009,18.94199944,16.60199928,20.71999931,19.28700066,18.5,19.85400009,17.66699982,18.92900085,15.63000011,17.91200066,14.65400028,19.19499969,18.37000084,18.41699982,17.61700058,17.49600029,18.0720005,19.46500015,17.80999947,19.52300072,20.16600037,18.75699997,17.68000031,17.35499954,17.02199936,16.76199913
Vietnam,VNM,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,4.736999989,4.785999775,4.763000011,4.757999897,4.748000145,4.730000019,7.106999874,5.722000122,5.867000103,5.739999771,7.06799984,5.473999977,5.856999874,4.482999802,5.242000103,5.994999886,6.763999939,6.538000107,5.893000126,7.440000057,5.788000107,5.162000179,5.669000149,5.702000141,6.598999977,6.967999935,6.980999947
Vanuatu,VUT,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,10.56200027,10.53999996,10.46899986,10.73999977,10.47700024,10.52700043,10.625,10.47999954,10.44200039,10.6619997,10.375,10.36100006,10.60000038,10.5880003,10.63799953,10.72700024,10.63500023,10.69799995,10.57199955,10.51200008,10.49699974,10.5170002,10.52299976,10.53499985,10.50599957,10.58500004,10.55099964
World,WLD,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,12.01079838,11.68643602,11.97478054,12.19612248,12.64648512,12.81470948,13.10298199,13.59273424,13.81955909,13.73583137,13.7329674,13.91984251,13.7044277,13.43159402,13.25330147,12.83571387,12.29483701,12.72506702,13.39410831,13.01608176,13.00173947,13.16768778,13.12852278,12.91134215,13.14733929,13.39867524,13.36987028
Samoa,WSM,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,4.263000011,5.085000038,5.738999844,6.56099987,7.261000156,7.979000092,8.50399971,9.215000153,9.852999687,10.77099991,12.47999954,10.82199955,9.182999611,7.514999866,5.989999771,4.071000099,6.518000126,9.092000008,11.32999992,13.83300018,16.46199989,18.35000038,18.36499977,18.12000084,18.13899994,18.10499954,17.96699905
Kosovo,XKX,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,17.30699921,17.24799919,17.47299957,17.39100075,17.63400078,17.87299919,18.04100037,18.20499992,18.51399994,20.77099991,23.14800072,25.25399971,27.24500084,29.06699944,28.76000023,28.15699959,27.52400017,26.92099953,26.37999916,33.38199997,31.87400055,28.34799957,26.04199982,24.53000069,25.20800018,25.16900063,25.73600006
South Africa,ZAF,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,37.625,37.62400055,37.75400162,37.86700058,32.18799973,40.26800156,44.17599869,48.53300095,49.54600143,45.69200134,49.56000137,52.36999893,54.83000183,51.04999924,48.31000137,46.65999985,46.47999954,45.59999847,48.34999847,51.18999863,50.27999878,51.70000076,51.43000031,51.29999924,50.13999939,53.36000061,53.52999878
Zambia,ZMB,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,36.14300156,36.95199966,37.43899918,35.08399963,32.72700119,28.3390007,25.32900047,22.62700081,23.55999947,21.71800041,21.11300087,20.46999931,19.87999916,19.25099945,18.625,18.00900078,17.39500046,15.47700024,20.89299965,26.83300018,20.10700035,15.33500004,15.27400017,15.2670002,15.22500038,15.30700016,15.34599972
